source_json_file,source_text_file,barrier_id,actor,barrier_type,description,justification,reference_excerpt,certainty,note
Cai_2017_developing-evaluating-jiapp-acceptabilit.json,Cai_2017_developing-evaluating-jiapp-acceptabilit.txt,1,interaction,resource,"Participant sampling was biased toward computer-literate young people who already had easy access to smartphones, limiting the designers' exposure to less tech-savvy or non-smartphone users.","This participation bias constrained designers' ability to manage evolving user understanding and to study the full context of use and requirements for users without smartphone access, reducing the validity of requirements and potential design adaptations for those groups.","Our user groups were diverse, even though relatively small, with participating patients having different JIA subtypes at various stages of their treatment and from different ethnical backgrounds. The app’s design and evaluation were not affected by the characteristics of YP, but participation bias may have influenced the themes that emerged from our FGDs and interviews. For example, all study participants were computer literate and had easy access to smartphones; whether further refinements of the app are necessary for patients who are less familiar with this technology needs to be established.",certain,
Cai_2017_developing-evaluating-jiapp-acceptabilit.json,Cai_2017_developing-evaluating-jiapp-acceptabilit.txt,2,stakeholder,resource,Health care professionals (HCPs) raised concerns about accessibility for all patients and the additional resources and time required to monitor and interpret patient-generated app data.,"These stakeholder constraints imposed limits on designers' ability to integrate the system into clinical workflows and specified requirements (eg, desktop version, data presentation), and they created resource-based barriers that affected specification of user requirements and coordination with clinical teams.","The HCPs also identified possible barriers to integration such as accessibility to all patients and demands for additional resources. For example, HCPs proposed that a desktop version of the app will be beneficial to allow access to YP without a mobile phone. In addition, HCPs were concerned about the additional time needed to monitor remote symptom deteriorations and interpret additional information collected from the app.",certain,
Cai_2017_developing-evaluating-jiapp-acceptabilit.json,Cai_2017_developing-evaluating-jiapp-acceptabilit.txt,3,stakeholder,resource,"A project-level decision (driven by clinical workflow concerns) limited the study to non–real-time data monitoring, preventing designers from evaluating real-time monitoring functionality during this stage.","The explicit choice not to monitor data in real time restricted the designers' ability to evaluate and iterate on features that depend on real-time monitoring, thereby hindering design evaluation and integration testing in realistic clinical use contexts.","Therefore, before downloading the app, participants will be informed that data will not be monitored in real time for this stage of the project but will be reviewed during clinic consultations. This is also explicitly explained on the app with a disclosure statement.",certain,
Calvillo-Arbizu_2019_developing-e-health-system-renal-patient.json,Calvillo-Arbizu_2019_developing-e-health-system-renal-patient.txt,1,team,resource,Working with a multidisciplinary team increased process complexity and slowed system development because the team needed to reach a common understanding.,This organizational/time constraint hindered the designers' ability to coordinate a multidisciplinary team and slowed integration of feedback and iterative development cycles.,"As drawback, user involvement in all the development stages of an e-health system increases the complexity of the process. Working with a multidisciplinary team inevitably slows down system development due to the necessity of reaching a common understanding.",certain,
Calvillo-Arbizu_2019_developing-e-health-system-renal-patient.json,Calvillo-Arbizu_2019_developing-e-health-system-renal-patient.txt,2,stakeholder,emotional,"User contributions were often dismissed during the implementation process by stakeholders, causing misalignment between the system and healthcare delivery.","This attitudinal barrier from implementers prevented designers from ensuring that user input was integrated into implementation, undermining the ability to integrate feedback and address the holistic user experience.","User involvement in design and evaluation stages is common in the health domain, but user contributions are often dismissed in the implementation process what results in systems facing user refusal since they are not aligned enough to the healthcare delivery or present a limited usability.",certain,
Calvillo-Arbizu_2019_developing-e-health-system-renal-patient.json,Calvillo-Arbizu_2019_developing-e-health-system-renal-patient.txt,3,interaction,knowledge,Participants' low confidence and hesitancy to use the app without help limited independent user testing and required hands-on demonstrations by the research team.,"This interactional issue impeded facilitation of user involvement and evaluation activities because designers had to modify testing procedures (practical showing) rather than observe unaided use, reducing the validity and ease of iterative evaluation.","Would you know use AppNephro without prior help? Yes: 25% No: 0% I don’t know: 75% Since the previous survey concluded that the participants showed hesitant to test AppNephro without help, this stage began by performing a practical showing.",certain,
Calvillo-Arbizu_2019_developing-e-health-system-renal-patient.json,Calvillo-Arbizu_2019_developing-e-health-system-renal-patient.txt,4,stakeholder,resource,"Reconciling diverse user desires with technological possibilities imposed limits on the cost-efficiency of the product, constraining design choices.","These cost and technology constraints limited designers' ability to iterate freely, specify and implement extensive user requirements, and produce solutions that satisfy all stakeholder groups.","A further issue is the continuous reconciliation between desires, preferences and needs of different kind of users and technology that imposes limits on the cost-efficiency of the product. Involving users requires to agree on every decision on system development by establishing balances among user needs and desires, technology possibilities and costs.",certain,
Carayon_2022_human-team-health-it-pediatric-trauma-ca.json,Carayon_2022_human-team-health-it-pediatric-trauma-ca.txt,1,interaction,resource,Clinicians' limited availability and short meeting times prevented full participation in design sessions.,"This constrained facilitation of user involvement and coordination of the multidisciplinary team, limiting designers' ability to manage user understanding and integrate feedback across iterations.",Challenges included time constraints as meetings were scheduled for only 1 hour and not all clinicians could fully participate in all design sessions.,certain,
Carayon_2022_human-team-health-it-pediatric-trauma-ca.json,Carayon_2022_human-team-health-it-pediatric-trauma-ca.txt,2,interaction,resource,"Not all user groups were directly involved in the design process, creating gaps in representation.","Incomplete user representation hindered designers' ability to fully understand the context of use and specify comprehensive user requirements, risking missed inputs that affect design decisions and iteration.","Because not all groups of users were directly involved in the design of T3, it is possible that important input may have been missed.",certain,
Carayon_2022_human-team-health-it-pediatric-trauma-ca.json,Carayon_2022_human-team-health-it-pediatric-trauma-ca.txt,3,designer,skill,The design team struggled to decide which information elements to include due to diverse user roles and information needs.,"This cognitive/decision-making difficulty impeded the specification of clear user requirements and the production of stable design solutions, prolonging iterative design activities.","A challenge of the HCD process was deciding which information elements to include on T3, especially given the various users and roles with different information needs.",certain,
Carayon_2022_human-team-health-it-pediatric-trauma-ca.json,Carayon_2022_human-team-health-it-pediatric-trauma-ca.txt,4,stakeholder,resource,Nursing leadership concerns about the accuracy and safety of displayed information forced the team to add a proactive risk analysis step and raised issues about EHR data reliability and timely access.,Stakeholder-driven requirements and data-source reliability constraints disrupted the planned HCD workflow and limited designers' ability to finalize requirements and iterate toward an implementable solution without resolving data/infrastructure dependencies.,We also discussed the impact of T3 on patient safety as nursing leaders expressed concern about the accuracy of the displayed information on T3. This led us to add a step in the HCD process and conduct a patient safety analysis (step 6).,certain,
Carayon_2022_human-team-health-it-pediatric-trauma-ca.json,Carayon_2022_human-team-health-it-pediatric-trauma-ca.txt,5,stakeholder,resource,Information-source reliability and timely access in the EHR were identified as important vulnerabilities for T3's data.,"Concerns about where data come from and EHR reliability constrained designers' ability to produce and evaluate an implementation-ready design, affecting specification of requirements and future integration/implementation work.","In a separate analysis, we found that about 90% of the information elements on T3 could be found in the EHR; the proactive risk analysis brought up the important issue of reliability of and timely access to information in the EHR.",certain,
Carayon_2022_human-team-health-it-pediatric-trauma-ca.json,Carayon_2022_human-team-health-it-pediatric-trauma-ca.txt,6,designer,resource,"The project produced and evaluated only a mock-up, so designers lacked information about real-world use of the technology.","Absence of implementation prevented designers from conducting evaluation in actual workflow contexts, hindering the evaluate designs workload and the ability to refine designs based on real use.","Finally, because we developed and evaluated a technology mock-up, we do not have information on the actual use of the technology.",certain,
Catalani_2014_clinical-decision-support-system-integra.json,Catalani_2014_clinical-decision-support-system-integra.txt,1,stakeholder,resource,"Fragmented and incomplete clinical information systems (EMR, lab, pharmacy, radiology, TB records) produced missing patient data that produced incorrect reminders.","Poor system integration and missing data prevented the design team from producing accurate, actionable decision-support messages and hindered evaluation and iteration during usability testing and lab simulation.","Clinicians perceived the information systems, however helpful, to frequently suffer from missing patient data. Information system managers understood that this problem derived, in part, from the lack of integration between patient’s EMR, laboratory management information systems, pharmacy information systems, radiology information systems, and TB patient records.",certain,
Catalani_2014_clinical-decision-support-system-integra.json,Catalani_2014_clinical-decision-support-system-integra.txt,2,stakeholder,resource,"Basic infrastructure and supply-chain limitations (lack of functional printers, unreliable electricity, limited radiology access, and IPT stock-outs) were identified as major implementation stumbling blocks.","These external resource constraints directly impeded the team's ability to deliver, test, and scale the paper‑based decision support (production, deployment, and evaluation workloads) and forced the team to spend months addressing feasibility rather than design refinement.","These included technology systems requirements such as functional printers, reliable electricity, and improvements to EMR data quality and they also included clinical requirements such as adequate IPT stocks and supply-chain management, improved access to radiology, and provider knowledge of TB and IPT standards of care.",certain,
Catalani_2014_clinical-decision-support-system-integra.json,Catalani_2014_clinical-decision-support-system-integra.txt,3,interaction,knowledge,Most clinicians had insufficient knowledge about IPT eligibility and uncertainty about interpreting or ordering chest x-rays.,"Clinician knowledge gaps limited the team's ability to specify user requirements and design actionable reminders, because providers could not reliably act on or validate the system's recommendations during usability evaluation.","Clinician knowledge of IPT. Interview transcripts and observation sessions alike revealed that, although some clinicians were quite knowledgeable about global and institutional standards for determining IPT eligibility, most had insufficient knowledge to determine eligibility for their patients. In particular, they often described being unsure about the role of chest x-ray, when and if it should be ordered and how to read radiographs.",certain,
Catalani_2014_clinical-decision-support-system-integra.json,Catalani_2014_clinical-decision-support-system-integra.txt,4,interaction,emotional,Clinicians were hesitant to initiate IPT for eligible patients due to prior experiences with drug 'stock-outs' and fear of contributing to drug resistance.,"This clinician reluctance reduced the actionability of reminders and hampered the team's ability to observe and iterate on real-world behavior change, affecting evaluation and integration of feedback.","Providers remained hesitant to start a patient on IPT due to pharmacy shortages. Previous experiences with periodic and long-term ‘‘stock-outs,’’ as participants described them, made clinicians wary of contributing toward drug resistance by exposing patients to IPT and not completing the regimen.",certain,
Catalani_2014_clinical-decision-support-system-integra.json,Catalani_2014_clinical-decision-support-system-integra.txt,5,stakeholder,resource,Operational data‑entry and record‑update processes were ineffective: providers' updates to patient records were not reliably entered into the EMR by the data team.,"Failure of the data workflow meant corrections from clinicians did not propagate into the system, producing persistent inaccurate reminders and preventing designers from validating fixes during iterative testing and evaluation.","""If I see the chest x-ray missing, first I ask the patient if they did it recently. If they say yes, then I ask what the result was. ... I make a note of it to update the information. And sometimes I repeat this note to the data team several times and nothing changes in the system. I keep getting the reminder.""",certain,
Chacon-Cifuentes_2020_interdisciplinary-approach-process-appli.json,Chacon-Cifuentes_2020_interdisciplinary-approach-process-appli.txt,1,designer,resource,Designers were unable to produce an initial functional prototype in the target magnesium alloy because the first prototype had to be manufactured in aluminum due to local access constraints. This limited their ability to test the design in the intended material early in the process.,"Requiring an aluminum prototype prevented designers from producing and evaluating solutions in the final material, hindering the 'produce design solutions' and 'evaluate designs' workloads (material-specific testing and iteration were deferred).","The first functional prototype is being manufactured in aluminum alloy, due to its ease of access in the local context. This prototype will be used to develop technical and usability tests. The resultant design will be prototyped in AZ31 magnesium alloy and the same tests mentioned will be applied.",certain,
Chacon-Cifuentes_2020_interdisciplinary-approach-process-appli.json,Chacon-Cifuentes_2020_interdisciplinary-approach-process-appli.txt,2,team,resource,"Key manufacturing processes (surface treatments and powder metallurgy) were developed in parallel subprojects and had not been scaled for application, delaying their integration into the main design work. This separation constrained the team's ability to incorporate manufacturing solutions into the design on schedule.","Because those processes were not yet scaled and integrated, the team could not finalize or test the magnesium prototype, hindering 'produce design solutions', 'integrate feedback & iteration', and coordination of the multidisciplinary team.","On the other hand, the processes for the treatment of the surfaces and the formation of pieces by powder metallurgy, were developed by materials engineers in parallel subprojects. The results of these subprojects will be integrated into the design process when said manufacturing processes are scaled for their application in the magnesium prototype.",certain,
Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.json,Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.txt,1,designer,resource,Variation in how seniors execute gestures and differences in body types forced designers to collect more training samples than initially planned.,"This increased data-collection burden and constrained the designers' ability to train reliable activity-recognition models, hindering the operational workloads of understanding context of use and producing/evaluating design solutions.","During the training process one issue that required attention was the fact that users cannot execute the movements the same way. Moreover, the body type of each user was an issue that had to be resolved. For instance, some users are taller than others thus, the system would not have been able to identify the gestures and motions if it would have been trained based on a single person.",certain,
Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.json,Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.txt,2,designer,knowledge,"Existing literature guidance (three training users) proved insufficient for elderly participants, requiring empirical reassessment of sample-size needs.",Relying on literature thresholds that did not transfer to this elderly population limited planners' ability to specify adequate training requirements and manage user-understanding and training procedures for the sensor algorithm.,"Literature research indicated that the accepted number of people required in situations like this was three in order to cover all body types regarding weight and height. However, after testing that threshold using the live testing option provided by sensor’s SDK, it was noticed that system’s confidence level was below average.",certain,
Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.json,Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.txt,3,designer,skill,"Modeling the walking motion as a continuous gesture produced ambiguous stage transitions that the system misrecognized, forcing the team to abandon the initial approach and reclassify the motion as discrete.","This technical and modeling difficulty impeded the designers' ability to evaluate and iterate on interaction mechanics, constraining the integration of feedback and the production of robust gesture-detection solutions.","After testing the above scenario, cases were noticed where the system could not recognize the gesture correctly. Specifically, after the end of stage 2 and just before the start of stage 3, the user has both legs on the ground the same as at the end of the gesture which resulted some times in a conflict state, where the system would falsely consider that the motion was completed after stage 2 and right before stage 3. The result of this was for the player to stop moving from time to time which had a negative effect on the overall game experience. Thus, it was decided to reject this approach and classify this motion as discrete and use the same training technique as for the leaning gesture.",certain,
Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.json,Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.txt,4,interaction,resource,Seniors required expert instruction and domain support (physiotherapist/researcher presence) to use the system effectively during evaluation.,"Needing expert facilitation increased the resource and coordination burden on designers and limited independent user participation, hindering the workload of facilitating user involvement and conducting evaluations.","The evaluation of the game tool took place at the Elderly Protection Center in the city of Ptolemaida, Greece. ... during the whole process a physiotherapist was present for domain-specific support and a researcher for administration and technical support. As for the data from the effort expectancy category show that seniors didn’t find the system hard to use but only after they got the appropriate instructions from an expert since they didn’t have the knowledge to use the system from the beginning.",certain,
Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.json,Chartomatsidis-Goumopoulos_2020_development-evaluation-motion-exercise-g.txt,5,designer,resource,"The study had a limited number of participants and a short evaluation timeframe, constraining the strength and generalizability of results.","Small sample size and short duration limited the designers' ability to perform robust evaluations and iterative refinements based on longer-term user data, hindering evaluation and managing evolving user understanding.",Limitations of the current study are acknowledged. The limited number of participants and the short evaluation timeframe prevent the justification of more sound results.,certain,
Chatterjee_2022_prohealth-ecoach-development-ecoach-app.json,Chatterjee_2022_prohealth-ecoach-development-ecoach-app.txt,1,designer,resource,"The team did not perform usability testing of the prototype, preventing completion of formal evaluation activities.",Not having conducted usability (heuristic) testing directly prevents designers from performing the 'evaluate designs' workload and from integrating empirical feedback into further iterations.,"First, we have presented the design and development of an eCoach prototype (i.e., ProHealth eCoach) for activity coaching. However, we have not performed its usability testing for the heuristic evaluation of the eCoach prototype.",certain,
Chatterjee_2022_prohealth-ecoach-development-ecoach-app.json,Chatterjee_2022_prohealth-ecoach-development-ecoach-app.txt,2,designer,resource,"Technical and logistical constraints (poor internet connectivity, BLE battery life, budget and time limitations) limited the study's ability to conduct and scale HCD activities.","These resource constraints hinder facilitating user involvement (remote workshops and data uploads), understanding context of use (reliable continuous monitoring), and evaluating prototypes in realistic settings.","Fourth, constraints, such as poor internet connectivity, battery lifetime due to BLE and background processing, budget, time plan, technological limitations should be overcome.",certain,
Chatterjee_2022_prohealth-ecoach-development-ecoach-app.json,Chatterjee_2022_prohealth-ecoach-development-ecoach-app.txt,3,designer,resource,"The chosen medical-grade activity sensor (MOX2–5) cannot classify certain activities (cycling, swimming, rowing, skiing), forcing manual questionnaire reporting.","This technological limitation increased reliance on self-report questionnaires and limited designers' ability to fully understand context of use and collect objective activity data, complicating specification of requirements and evaluation.","The current version of the MOX2–5 activity sensor is not suitable for classifying activities into the following detailed activity classes: cycling, swimming, rowing, and skiing. Therefore, the participants must report them manually as questionnaire data in the latest version of the eCoach app.",certain,
Chatterjee_2022_prohealth-ecoach-development-ecoach-app.json,Chatterjee_2022_prohealth-ecoach-development-ecoach-app.txt,4,stakeholder,resource,Vendor/manufacturer variability and opaque changes in consumer device algorithms make consumer wearables unreliable for long-term clinical trials.,External stakeholder practices (device manufacturers changing algorithms/sensors) limit designers' ability to select stable sensing platforms and thus hinder specifying robust data requirements and planning longitudinal evaluations.,"Furthermore, it is never known when the manufacturer replaces the algorithms or sensors in the device, so it is tricky to do clinical trials with such devices (over longer durations).",certain,
Chatterjee_2022_prohealth-ecoach-development-ecoach-app.json,Chatterjee_2022_prohealth-ecoach-development-ecoach-app.txt,5,designer,resource,"The study did not evaluate the credibility, reliability, or effectiveness of the recommendation generation and its presentation.","Without assessing recommendation credibility and effectiveness, designers cannot complete evaluation and iteration workloads needed to refine recommendation logic, visualization, and persuasive strategies.","Third, this study has not evaluated recommendation generation’s credibility, reliability, and effectiveness and its presentation (direct and indirect) towards motivational, behavioral change.",certain,
Chatterjee_2022_prohealth-ecoach-development-ecoach-app.json,Chatterjee_2022_prohealth-ecoach-development-ecoach-app.txt,6,designer,resource,"Integration, scalability, and validation in relevant/operational environments have not been performed, leaving the prototype untested at higher readiness levels.","Lack of integration and scalability testing prevents designers from evaluating the system in realistic contexts of use, hindering evaluation, iteration, and readiness for broader deployment.","We have designed and developed an initial version of the eCoach prototype; however, integration and scalability testing must be performed in the production environment.",certain,
Chen_2021_intelligent-individualized-cardiovascula.json,Chen_2021_intelligent-individualized-cardiovascula.txt,1,designer,resource,"Health care providers (eg, nurses) were not included in the standardized usability questionnaire, preventing designers from capturing provider perspectives on the care-provider app.","Excluding providers limited the team's ability to facilitate user involvement and evaluate the care-provider app, hindering the HCD workloads of facilitating user involvement and evaluating designs.","As iCARE was in the testing stage, and the main focus of this study was to test the experience of patients and the usability of the patient app, and therefore, we did not include health care providers (such as nurses) to complete the Health-ITUES.",certain,
Chen_2021_intelligent-individualized-cardiovascula.json,Chen_2021_intelligent-individualized-cardiovascula.txt,2,designer,resource,"The team developed the apps only for Android initially and deferred iOS compatibility until the Android version was stable, limiting platform coverage during design and testing.","Limiting development to Android constrained the designers' ability to understand context of use and to involve and evaluate users on other major platforms (iOS), impeding the workloads of understanding context of use and evaluating designs across device contexts.","The patient app and care provider app were developed to be compatible with Android-based smartphones, as they are more popular and affordable in China [27]. We will also develop iCARE to be compatible on iOS-based smartphones once the app is identified as being stable in Android-based smartphones.",certain,
Chen_2021_intelligent-individualized-cardiovascula.json,Chen_2021_intelligent-individualized-cardiovascula.txt,3,designer,resource,"A blood glucose monitor was not distributed to diabetic participants in stage II, so the team could not test glucose-monitoring integration with the app.","Lack of device distribution prevented designers from evaluating the app's integration with glucose devices and from fully understanding context of use for diabetic patients, hindering the evaluation of designs and understanding of context of use.","As the blood glucose monitor was not distributed to patients with diabetes (10/61 patients) in stage II testing, it was not available for testing the differences in this regard.",certain,
Chen_2021_intelligent-individualized-cardiovascula.json,Chen_2021_intelligent-individualized-cardiovascula.txt,4,interaction,emotional,"A substantial number of eligible patients (n=40) refused to participate due to lack of time, schedule conflicts, or lack of interest, reducing available user input.","Participant refusal limited designers' ability to recruit and involve end users for task analysis and usability evaluation, hindering the HCD workloads of facilitating user involvement and evaluating designs.","There were 40 patients eligible for the study but refused to participate due to various reasons, such as lack of time, conflict of schedule, or simply being uninterested.",certain,
Chen_2024_mytrack-plus-human-mhealth-app-support-l.json,Chen_2024_mytrack-plus-human-mhealth-app-support-l.txt,1,stakeholder,resource,"Designers lacked control over the implementation of the third-party FatSecret app, constraining how the companion app could integrate and navigate across apps.","This external dependency limited the designers' ability to manage cross-app navigation and to produce seamless design solutions and integrations required for effortless logging (process-level: manage user understanding; operational-level: produce design solutions, understand context of use).","While we lack control over the implementation of the FatSecret app, users can navigate backward using the built-in back navigation feature on both iOS and Android devices.",certain,
Chen_2024_mytrack-plus-human-mhealth-app-support-l.json,Chen_2024_mytrack-plus-human-mhealth-app-support-l.txt,2,stakeholder,resource,"The FatSecret API did not provide timestamps for self-monitored data, forcing the research team to append timestamps in their backend to obtain the instrumentation needed for the adaptive intervention.",This API limitation created additional engineering work and constrained designers' ability to straightforwardly gather temporally precise data necessary for specifying user requirements and for supporting the adaptive trigger algorithm (operational-level: specify user requirements; process-level: integrate feedback & iteration).,"In addition, the FatSecret API does not include timestamps for self-monitored weight, caloric intake, or physical activity. However, the inclusion of timestamps is crucial for supporting the implementation and evaluation of our adaptive weight maintenance intervention... Thus, in our backend system, we appended timestamps to the data collected in FatSecret and BodyTrace when requesting data from those applications’ servers.",certain,
Chen_2024_mytrack-plus-human-mhealth-app-support-l.json,Chen_2024_mytrack-plus-human-mhealth-app-support-l.txt,3,stakeholder,resource,Delays in data synchronization between MyTrack+ and FatSecret disrupted expected real-time integration during pilot testing.,"Synchronization delays impeded evaluation and understanding of real-world use (operational-level: evaluate designs; process-level: manage user understanding and facilitate user involvement), requiring backend changes and limiting accurate assessment of the dual-app experience.","Notably, nearly all participants expressed concerns regarding the delay in data synchronization between MyTrack+ and FatSecret. To address this issue, we modified our Cloud Functions to request data from FatSecret’s server whenever the companion app is refreshed, effectively achieving G1.",certain,
Chen_2024_mytrack-plus-human-mhealth-app-support-l.json,Chen_2024_mytrack-plus-human-mhealth-app-support-l.txt,4,interaction,resource,"The team used convenience sampling of university students for early usability testing instead of target users, which risked producing non-representative feedback and a local optimum design.","Recruiting non-target participants limited designers' ability to manage evolving, accurate user understanding and to validate designs under realistic conditions (process-level: manage user understanding; operational-level: evaluate designs), potentially biasing iterative changes.","Although Computer Science students were not our main target users, according to Nielsen (49), involving students in the domain of interest from a local university in usability testing can still yield valuable feedback. We chose to recruit students as convenience samples (50) because (1) they are easier to reach and more readily available and (2) they could also be potential users of weight management apps.",certain,
Chen_2024_mytrack-plus-human-mhealth-app-support-l.json,Chen_2024_mytrack-plus-human-mhealth-app-support-l.txt,5,designer,resource,"The team did not perform a comprehensive analysis of semi-structured interviews and usability questionnaire responses, limiting the depth of evaluation and learning from pilot data.","This omission constrained the designers' ability to integrate feedback, perform rigorous evaluation, and derive generalizable design requirements (process-level: integrate feedback & iteration; operational-level: evaluate designs; specify user requirements).","Second, it is important to note that we did not perform a comprehensive analysis of the conversations in our semi-structured interviews and measures of usability from questionnaire responses.",certain,
Chen_2024_mytrack-plus-human-mhealth-app-support-l.json,Chen_2024_mytrack-plus-human-mhealth-app-support-l.txt,6,designer,resource,"Project priorities required trade-offs favoring trial instrumentation and speed over richer commercial-level features, constraining the scope of design improvements responsive to some user preferences.","Prioritizing the clinical trial's progress limited the team's ability to address broader user expectations and add more comprehensive functionality, reducing their capacity to address holistic experience and to produce broader design solutions (process-level: address holistic experience; operational-level: produce design solutions).","Not meeting these expectations may impact the app's usability, but trade-offs were necessary to achieve our main design goal: effectively supporting the implementation of our team’s specific adaptive weight intervention and prioritizing the progress of our clinical trial aimed at evaluating the intervention’s effectiveness.",certain,
Chu_2021_exergaming-platform-older-adults-residin.json,Chu_2021_exergaming-platform-older-adults-residin.txt,1,interaction,resource,"Participant availability and scheduling conflicts reduced attendance across iterative testing rounds, limiting consistent user involvement.","Irregular attendance and postponed/cancelled sessions prevented designers from conducting repeated evaluations with the same users, hindering facilitate user involvement and integrate feedback & iteration workloads.","Not all individuals participated in all rounds of testing for reasons related to doctor or dentist appointments, day trips, and availability of the residents. Consistent with other studies [62], we also experienced user testing sessions being postponed or canceled if the resident was ill or had a medical appointment and scheduled for other activities, and residents often felt too lethargic to engage in PA after lunch;",certain,
Chu_2021_exergaming-platform-older-adults-residin.json,Chu_2021_exergaming-platform-older-adults-residin.txt,2,interaction,resource,"Residents' multiple physical, sensory, and cognitive impairments complicated recruitment, retention, and data collection activities.","Health, sensory, and cognitive limitations among participants constrained the team's ability to manage user understanding, evaluate designs, and retain participants for iterative testing sessions.","Residents had multiple physical, sensory, and cognitive impairments. ... symptoms, including fatigue and hearing or visual impairments, which can severely impact all aspects of the research, especially recruitment, retention, and data collection [58].",certain,
Chu_2021_exergaming-platform-older-adults-residin.json,Chu_2021_exergaming-platform-older-adults-residin.txt,3,designer,resource,A relatively small sample drawn from only two nursing homes limited the study's breadth and the designers' ability to generalize findings.,Limited sample size and sites constrained the designers' ability to manage user understanding across diverse contexts and to confidently specify user requirements for broader deployments.,"First, the study sample included a relatively small number of participants and included 2 mid- to large-sized nursing homes in Canada, which may impact the generalizability of the results to other contexts.",certain,
Chu_2021_exergaming-platform-older-adults-residin.json,Chu_2021_exergaming-platform-older-adults-residin.txt,4,designer,resource,"Technical development was time-consuming and relied on fragile hardware (single Arduino), slowing iteration and upgrades.",Long programming times and fragile hardware limited the team's capacity to rapidly produce and refine design solutions and to iterate prototypes efficiently.,"From a development perspective, the programming of the games was time consuming, and we found the single Arduino was fragile and hard to upgrade.",certain,
Chu_2021_exergaming-platform-older-adults-residin.json,Chu_2021_exergaming-platform-older-adults-residin.txt,5,interaction,emotional,Having a member of the research team conduct some interviews may have inhibited participants from voicing negative feedback.,"Social desirability and reluctance to criticize the team reduced the accuracy of user feedback, hindering manage user understanding and integrate feedback & iteration activities.","Second, the interviewer for some of the interviews was a member of the research team, which may have prevented participants from sharing negative opinions that criticized the exergame.",certain,
Chu_2021_exergaming-platform-older-adults-residin.json,Chu_2021_exergaming-platform-older-adults-residin.txt,6,stakeholder,resource,Operational and acquisition costs in LTC settings limited the feasibility of technology adoption and broader deployments.,"Financial constraints and funding models restricted the designers' ability to plan for real-world implementation, scale testing, and to make design trade-offs informed by acquisition realities, affecting produce design solutions and evaluate designs in practice.","The primary barrier to the acquisition of new technology in LTC home adoption is cost. All the staff stakeholders identified cost as a barrier and explained how available funds were influenced by different variables, including home fundraising efforts, the annual funding envelope to support activities, and whether the payment model for the technology was an outright cost or a subscription-based service requiring ongoing payments.",certain,
Chu_2021_exergaming-platform-older-adults-residin.json,Chu_2021_exergaming-platform-older-adults-residin.txt,7,stakeholder,resource,"Limited physical space in LTC homes and staff heavy workloads required designs to be lightweight, compact, and quick to set up.","Spatial constraints and staff time pressures forced design trade-offs and constrained prototype form factors, hindering the designers' ability to explore alternative solutions and address holistic experience and produce design solutions workloads.","In addition, the lack of physical space was identified as an issue, so new interventions need to be adaptable to fit different-sized common areas and activity rooms. Staff also emphasized the need for the exergame design to be lightweight, compact, and quick to set up because of the heavy workloads.",certain,
Clack_2019_participatory-visual-cues-isolation-prec.json,Clack_2019_participatory-visual-cues-isolation-prec.txt,1,stakeholder,resource,"A change in institutional isolation guidelines disrupted the study and evaluation activities, preventing planned quantitative analyses and complicating user testing.","This organizational change hindered the designers' ability to evaluate prototypes and integrate feedback because frontline staff focused on guideline discrepancies rather than signage design, limiting the evaluation and iteration workload.","During this study, we were faced with the challenge of changing institutional guidelines for isolation precautions. This prevented a quantitative analysis of change in practice and presented a challenge during the evaluation with frontline staff, who were not yet familiar with the new guidelines and thus had a tendency to focus on the discrepancies between the ""new"" vs. the current guidelines, rather than signage design.",certain,
Clack_2019_participatory-visual-cues-isolation-prec.json,Clack_2019_participatory-visual-cues-isolation-prec.txt,2,stakeholder,resource,Safety and feasibility concerns (institutional/regulatory constraints) prevented implementation of some participant-ideated forcing-function solutions and forced designers to adopt less integrated prototypes.,"These external safety/feasibility constraints limited the team's ability to produce and test certain design solutions, constraining prototyping choices and iteration on potentially high-impact concepts.","During one workshop, participants working on the problem statement, ""how might we ensure that required isolation measures are respected 100% of the time,"" ideated around forcing function solutions to detect if appropriate personal protective equipment had been donned prior to opening the patient door (Fig. 5). Due to safety and feasibility concerns with this idea, during the prototyping phase these participants instead employed masks suspended in the doorway through which healthcare providers must walk, thereby automatically donning a mask upon room entry.",certain,
Coffen-Burke_2023_designing-software-genomics-medicine-ser.json,Coffen-Burke_2023_designing-software-genomics-medicine-ser.txt,1,designer,resource,"The study used a very small sample (seven GM service leaders), limiting the breadth of user data available to the design team.","Limited participant availability constrained the team's ability to evaluate designs and to manage a deep, generalizable understanding of end users, hindering evaluation and user-understanding workloads.","First, we performed our analysis with a sample size of seven GM service leaders. While this is a small number, this is within ai sample size that is common for qualitative, user experience, and participatory design research [26].",certain,
